Date,ANDV,APA,APC,BHGE,CHK,COG,COP,CVX,CXO,DVN,EOG,EQT,FTI,HAL,HES,HP,KMI,MPC,MRO,NBL,NFX,NOV,OKE,OXY,PSX,PXD,RRC,SLB,VLO,WMB,XEC,XOM
2018-01-30,108.190575,44.57,59.75,31.683273,3.63,26.690001000000002,58.147057,123.995667,157.360001,41.52,115.16999799999999,54.615681,32.459998999999996,53.929337,50.52,71.9254,18.23,68.661873,18.059998999999998,30.280457000000002,31.67,36.59,58.73,73.876968,101.50824,182.66000400000001,14.63,74.017647,93.48449699999999,31.51,114.23834199999999,85.901588
2018-01-31,107.48500800000001,44.869999,60.049999,31.971666,3.5,26.35,58.495186,124.114479,157.440002,41.369999,115.0,54.255908999999996,32.459998999999996,53.491051,50.509997999999996,71.252739,17.98,68.800919,18.190001000000002,30.399984000000003,31.66,36.68,58.860001000000004,74.08448800000001,101.627342,182.91000400000001,14.25,73.06437700000001,95.099724,31.389999,112.11003899999999,86.41632800000001
2018-02-01,106.143425,44.689999,61.369999,32.27,3.46,26.200001,59.032291,124.332306,159.259995,42.220001,116.519997,53.286514000000004,33.349998,54.297897,50.59,72.16280400000001,18.059998999999998,68.22485400000001,18.43,30.768528000000003,32.060001,37.43,59.740002000000004,75.201134,100.098961,186.649994,13.93,74.98085,93.831329,31.68,113.31907700000001,88.16841099999999
2018-02-02,102.883896,42.82,59.110001000000004,31.049999,3.33,25.190001000000002,57.411021999999996,117.41120900000001,154.529999,40.029999,112.83000200000001,51.877399,32.68,51.986923,47.790001000000004,69.35345500000001,17.5,66.95352199999999,17.52,29.085176,30.360001,35.689999,57.75,72.71090699999999,96.278008,178.740005,13.55,73.17360699999999,92.344933,30.700001,110.861046,83.674362
2018-02-05,98.670357,40.93,56.849998,29.379998999999998,3.09,24.08,55.640544999999996,111.509956,151.440002,38.650002,109.559998,49.239059000000005,31.83,49.845290999999996,44.490002000000004,67.553093,16.809998999999998,64.142685,16.780001000000002,27.860012,29.41,33.849998,55.560001,70.072441,94.491592,171.820007,13.1,70.849998,88.95594,29.48,107.82348600000002,78.913055
2018-02-06,102.546021,41.119999,57.490002000000004,29.219998999999998,3.13,24.6,55.640544999999996,116.02500900000001,149.050003,38.380001,108.269997,49.608826,32.139998999999996,50.432999,45.959998999999996,67.948784,17.33,65.245171,17.23,28.059225,29.639999,35.389998999999996,56.419998,70.378777,96.148987,173.949997,13.79,71.040001,89.639687,30.17,108.37303899999999,77.556923
2018-02-07,99.992058,39.549999,58.720001,28.809998999999998,2.89,23.370001000000002,55.332207,114.15363300000001,148.100006,36.759997999999996,105.779999,47.620079,30.48,49.496651,44.110001000000004,66.741943,17.290001,64.649231,16.33,26.973513,28.530001000000002,34.049999,56.580002,69.044724,94.888573,176.199997,13.12,69.75,89.025307,30.0,105.82508899999999,76.161194
2018-02-08,96.295273,37.73,56.200001,27.5,2.82,23.01,52.955002,111.19310800000001,140.08999599999999,34.939999,101.040001,46.220955,29.1,47.225525,43.0,64.16999799999999,16.799999,62.36480699999999,15.68,25.33,26.379998999999998,32.639998999999996,54.400002,67.661263,91.74249300000001,169.16000400000001,12.82,67.400002,85.983147,28.559998999999998,100.109673,75.300003
2018-02-09,96.702713,37.23,56.130001,26.5,2.85,23.639999,52.02,112.381279,138.979996,34.68,100.07,45.701283000000004,29.139999,46.518288,42.119999,63.619999,17.24,63.407695999999994,15.51,25.68,25.98,33.09,54.330002,67.374687,91.90128299999999,165.050003,12.71,65.190002,87.41999799999999,28.610001,100.109673,75.779999
2018-02-12,97.020714,38.110001000000004,57.82,26.85,2.85,23.84,53.41,112.85655200000001,143.479996,35.779999,103.139999,47.740002000000004,29.690001000000002,47.733540000000005,44.139998999999996,64.639999,17.299999,64.331398,16.27,25.969998999999998,26.780001000000002,33.709998999999996,56.549999,69.044724,92.883812,171.029999,13.05,66.839996,88.839996,29.42,100.81910699999999,76.41999799999999
2018-02-13,97.15984300000001,37.700001,57.18,25.940001000000002,2.74,23.73,53.32,112.17334699999999,141.66000400000001,34.57,102.470001,47.369999,29.219998999999998,47.205601,42.799999,63.73,17.389999,65.63253,16.07,25.530001000000002,26.110001,33.66,56.84,68.89649200000001,93.052536,172.169998,12.73,65.91999799999999,89.480003,29.77,99.700005,76.300003
2018-02-14,97.994606,38.200001,59.779999,26.42,2.8,24.0,55.509997999999996,112.50999499999999,146.860001,35.560001,106.760002,48.509997999999996,30.16,47.683735,45.369999,66.120003,17.450001,67.698448,16.950001,26.459999,26.73,35.139998999999996,57.470001,69.024956,92.625778,179.5,13.14,65.870003,92.629997,29.98,102.190002,76.459999
2018-02-15,98.451729,38.099998,59.619999,26.139999,2.86,24.049999,54.540001000000004,112.529999,146.03999299999998,34.740002000000004,107.690002,53.34,29.67,46.707546,45.529999,65.730003,17.309998999999998,67.34088100000001,16.32,26.370001000000002,25.690001000000002,35.130001,57.799999,68.60991700000001,92.07,179.58999599999999,13.63,66.209999,93.0,29.98,98.760002,76.209999
2018-02-16,95.54995699999999,38.110001000000004,59.18,26.530001000000002,2.73,23.889999,54.650002,112.139999,146.520004,34.110001000000004,107.639999,52.549999,29.610001,47.315174,45.650002,65.459999,17.059998999999998,67.470001,15.65,26.280001000000002,25.9,35.610001000000004,56.91,67.354927,91.989998,178.78999299999998,13.28,66.279999,93.269997,28.91,98.730003,76.540001
2018-02-20,93.592247,38.299999,59.25,26.440001000000002,2.77,23.92,54.84,110.980003,147.149994,34.650002,107.959999,51.400002,29.379998999999998,46.976498,45.84,64.510002,17.0,66.25,15.85,29.120001000000002,25.73,35.380001,57.02,67.18692800000001,90.989998,178.25,13.08,65.610001,91.58000200000001,29.09,98.370003,75.75
2018-02-21,91.972427,37.200001,57.27,26.76,2.63,23.25,53.75,109.059998,149.16000400000001,30.57,105.809998,49.810001,29.09,46.36887,45.23,64.459999,16.75,66.269997,15.3,29.129998999999998,23.200001,34.959998999999996,56.099998,66.416138,89.58000200000001,174.729996,12.92,64.400002,90.83000200000001,28.620001000000002,95.129997,74.889999
2018-02-22,91.873039,34.849998,58.279999,28.040001,3.2,23.879998999999998,54.91,109.889999,149.179993,30.41,107.089996,50.82,30.540001,46.946616999999996,47.080002,65.389999,16.66,66.459999,15.18,29.389999,23.459999,35.099998,57.18,67.117752,90.129997,177.41000400000001,13.0,64.959999,92.050003,28.559998999999998,95.440002,75.860001
2018-02-23,93.940063,36.130001,60.82,28.030001000000002,3.2,24.459999,57.049999,112.589996,152.809998,31.43,108.83000200000001,52.080002,30.700001,48.261478000000004,47.869999,66.860001,17.01,66.809998,15.54,30.66,24.66,36.07,58.02,67.51303100000001,91.83000200000001,180.0,13.45,66.5,92.459999,28.74,98.699997,77.529999
2018-02-26,93.950005,35.98,60.400002,27.629998999999998,3.21,24.940001000000002,56.59,114.599998,154.949997,31.610001,109.489998,52.5,30.299999,48.042336,47.779999,67.43,16.92,66.290001,15.34,31.43,24.860001,36.18,57.470001,66.475426,92.519997,179.690002,13.55,66.730003,93.309998,28.41,98.339996,78.839996
2018-02-27,93.58000200000001,34.799999,58.470001,27.0,3.06,24.24,55.830002,113.610001,153.08999599999999,31.860001,106.940002,51.369999,29.74,47.434708,46.470001,66.529999,16.639999,65.599998,15.0,30.190001000000002,24.24,36.259997999999996,57.0,65.961578,92.120003,174.669998,13.16,66.910004,92.769997,28.360001,97.91999799999999,77.5
2018-02-28,89.620003,34.150002,57.040001000000004,26.4,2.82,24.16,54.310001,111.91999799999999,150.800003,30.67,101.41999799999999,50.310001,28.82,46.239376,45.419998,64.550003,16.200001,64.059998,14.52,29.83,23.33,35.09,56.330002,64.82515699999999,90.370003,170.229996,13.29,65.639999,90.41999799999999,27.76,96.089996,75.739998
2018-03-01,91.050003,34.27,57.119999,27.129998999999998,2.8,24.92,53.880001,112.040001,150.33999599999999,30.540001,101.18,50.130001,28.91,45.850895,45.669998,65.18,16.209999,64.790001,14.53,30.049999,23.35,35.41,56.509997999999996,64.85479699999999,90.870003,169.16000400000001,13.77,65.220001,90.82,27.379998999999998,95.349998,75.199997
2018-03-02,92.0,34.779999,57.450001,27.450001,2.96,25.26,54.060001,111.639999,150.570007,31.360001,101.449997,50.32,28.809998999999998,45.850895,46.68,66.790001,16.1,65.190002,14.86,30.440001000000002,23.959999,36.080002,57.080002,64.864685,91.370003,168.889999,14.65,65.470001,92.199997,27.110001,95.849998,75.550003
2018-03-05,94.449997,35.209998999999996,58.950001,28.02,3.12,25.309998999999998,53.990002000000004,113.150002,152.949997,32.0,101.809998,51.889998999999996,29.799999,46.079997999999996,48.439999,66.610001,16.209999,66.160004,15.15,30.950001,24.379998999999998,36.369999,56.91,65.14138,93.059998,171.690002,15.11,66.160004,91.559998,27.24,96.690002,76.269997
2018-03-06,96.43,35.360001000000004,58.810001,28.549999,3.11,25.190001000000002,54.060001,113.650002,151.360001,31.33,101.010002,51.82,29.98,45.919998,48.48,66.559998,16.110001,67.389999,15.03,30.690001000000002,23.200001,36.700001,57.02,64.88445300000001,93.93,169.96000700000002,15.22,66.629997,91.720001,27.629998999999998,93.410004,76.18
2018-03-07,96.720001,34.650002,57.720001,28.92,3.04,25.41,54.07,113.839996,152.550003,30.950001,100.870003,51.349998,29.65,45.830002,46.48,65.120003,16.049999,67.68,14.8,30.719998999999998,22.940001000000002,36.509997999999996,56.709998999999996,64.420006,94.220001,170.169998,15.26,66.230003,92.040001,27.459999,92.690002,74.260002
2018-03-08,100.5,34.970001,57.080002,29.309998999999998,2.97,24.950001,53.57,113.349998,149.740005,32.389998999999996,100.589996,51.07,29.799999,46.009997999999996,46.700001,65.019997,16.01,69.029999,14.83,30.68,23.51,36.639998999999996,56.599998,62.959998999999996,95.190002,167.679993,15.06,66.739998,93.309998,27.15,93.690002,74.120003
