Date,AAPL,ADSK,ALB,ALGN,AMOT,AMZN,ANSS,APTV,AVAV,BB,BCG,BIDU,BYDDY,CGNX,CSOD,DE,DMLRY,ESLT,FANUY,GBTC,GELYY,GM,IFNNY,JD,MTLS,MZOR,NNDM,NVDA,ONVO,PLUG,PRLB,RKUNY,ROK,SFTBY,SPLK,SSYS,TCEHY,TER,TM,TRMB,TSLA,TWOU,WMT,XLNX,XONE
2017-12-06,168.323715,106.91999799999999,127.166451,233.00999500000003,32.119999,1152.349976,144.720001,85.360001,54.470001,10.21,5920.0,231.149994,16.459999,61.938061,35.349998,148.88453700000002,20.5275,136.0,23.85,18.373627,66.019997,41.77,26.361,37.82,14.11,51.099998,3.58,189.142456,1.43,2.34,97.650002,9.91,189.741592,41.07,80.449997,21.15,47.630001,39.878357,122.970001,40.73,313.26001,58.400002,96.769997,68.032578,11.4
2017-12-07,168.632477,109.610001,128.76251200000002,241.38000499999998,31.969998999999998,1159.790039,146.309998,84.379997,55.57,10.29,5910.0,233.00999500000003,16.27,63.137054000000006,35.560001,150.53826899999999,20.5425,135.520004,24.07,20.000110999999997,63.150002,42.02,26.499483,38.130001,14.05,53.720001,3.35,191.870758,1.43,2.38,96.900002,9.87,191.40416000000002,41.639998999999996,80.550003,21.52,48.599998,40.217663,123.389999,40.869999,311.23999,61.450001,96.779999,68.63938900000001,11.46
2017-12-08,168.682251,107.160004,130.27877800000002,238.42999300000002,31.98,1162.0,146.130005,85.220001,55.66,10.25,5910.0,234.58999599999999,16.790001,64.32605699999999,35.52,151.006485,20.709999,135.199997,23.75,18.130770000000002,66.75,42.02,26.459916999999997,38.009997999999996,13.68,53.040001000000004,3.44,191.371078,1.39,2.41,95.099998,9.92,192.001495,41.619999,80.41999799999999,21.27,50.48,40.427231,124.449997,41.209998999999996,315.130005,60.290001000000004,96.550003,68.18180100000001,11.01
2017-12-11,171.968857,106.83000200000001,130.817444,233.66000400000001,31.809998999999998,1168.920044,146.389999,85.889999,53.73,10.56,5910.0,233.539993,17.16,63.446796,35.360001000000004,150.757431,20.709999,135.41000400000001,23.85,20.332307999999998,67.150002,41.669998,26.855579,38.459998999999996,12.97,54.119999,3.74,194.539108,1.39,2.43,94.0,9.954,190.617676,41.779999,81.389999,20.940001000000002,52.130001,40.377334999999995,123.93,41.189999,328.910004,61.799999,96.93,68.02262900000001,10.4
2017-12-12,171.002792,106.33000200000001,130.039368,234.36999500000002,32.16,1165.079956,145.330002,85.66999799999999,54.060001,10.66,6250.0,232.729996,16.85,63.356873,34.939999,150.498428,20.715,134.649994,23.57,24.978022,64.400002,41.529999,26.707207,38.560001,12.3,53.73,3.54,190.721466,1.38,2.38,95.849998,9.89,189.900879,41.459998999999996,80.16999799999999,21.52,50.490002000000004,40.866333000000004,124.25,40.799999,341.02999900000003,62.549999,96.699997,67.32629399999999,10.38
2017-12-13,171.570496,106.019997,129.779999,235.63000499999998,33.540001000000004,1164.130005,144.759995,83.559998,54.889998999999996,10.65,6680.0,233.24000499999997,16.99,62.607498,35.060001,151.375076,20.952499,135.809998,23.41,25.65934,65.599998,41.400002,26.974277,40.799999,12.63,53.450001,3.57,186.06436200000002,1.42,2.39,99.300003,10.11,190.607727,41.490002000000004,80.440002,21.59,51.25,40.746582000000004,124.91999799999999,40.509997999999996,339.02999900000003,64.230003,97.760002,67.674461,10.21
2017-12-14,171.520691,106.25,127.58000200000001,233.80000299999998,33.330002,1174.26001,144.509995,83.050003,54.5,10.67,7000.0,231.82000699999998,17.0,60.838981999999994,34.68,148.874588,20.7875,132.139999,23.280001000000002,26.098791000000002,65.66999799999999,40.810001,26.539049,40.630001,12.51,55.799999,3.485,186.35418700000002,1.38,2.32,98.949997,9.64,188.606674,40.369999,81.190002,21.68,50.540001000000004,40.936192,125.0,40.240002000000004,337.890015,63.84,97.129997,67.714256,9.52
2017-12-15,173.26358000000002,108.400002,129.570007,233.55000299999998,33.34,1179.140015,148.029999,84.400002,55.75,10.84,6550.0,233.479996,16.65,60.918918999999995,35.07,150.299164,20.879998999999998,132.679993,23.51,29.659340000000004,64.449997,40.950001,26.608290000000004,40.32,13.68,54.869999,3.42,191.441025,1.41,2.36,100.349998,9.275,190.08007800000001,40.029999,82.459999,22.450001,50.310001,41.794434,124.339996,40.669998,343.450012,65.510002,97.110001,67.624725,9.11
2017-12-18,175.703629,107.480003,132.080002,235.47000099999997,33.259997999999996,1190.579956,147.58999599999999,84.239998,58.639998999999996,10.94,6540.0,240.92999300000002,16.59,61.68827099999999,35.150002,153.457169,21.0525,133.490005,24.0,38.054947,63.630001,42.150002,27.152327000000003,41.68,13.8,56.34,3.237,197.777084,1.45,2.38,105.800003,9.2,191.971634,40.560001,83.540001,21.85,51.099998,42.283432,127.32,41.139998999999996,338.869995,67.209999,97.900002,69.176575,9.05
2017-12-19,173.831268,105.389999,132.020004,235.05000299999998,33.380001,1187.380005,147.630005,85.620003,58.0,10.87,6220.0,235.61999500000002,16.58,62.407665,35.130001,153.895508,21.092501000000002,131.58999599999999,23.92,33.197693,63.919998,42.490002000000004,27.24135,42.970001,13.73,55.959998999999996,2.95,195.988205,1.46,2.42,104.900002,9.1,192.977127,39.98,84.209999,21.440001000000002,50.869999,42.373249,127.010002,41.23,331.100006,66.75,98.800003,69.435211,9.09
2017-12-20,173.642044,105.029999,131.330002,233.649994,33.290001000000004,1177.619995,147.350006,85.870003,57.34,12.17,6050.0,233.36999500000002,16.25,62.047966,35.23,153.785919,21.115,134.5,23.969998999999998,26.186757999999998,63.25,42.52,26.944603000000004,42.16,14.04,54.23,3.03,196.67778,1.48,2.41,103.0,9.0,192.210571,39.77,83.620003,21.27,50.650002,42.912144,127.629997,40.939999,328.980011,64.360001,98.75,68.62944,8.77
2017-12-21,174.299362,104.43,128.649994,218.75999500000003,32.810001,1174.76001,147.229996,84.980003,57.27,11.8,6250.0,239.49000499999997,16.48,61.8881,35.580002,155.270294,21.1775,133.309998,23.98,19.472527,65.599998,42.16,27.013844,42.27,13.11,54.580002,3.14,195.768341,1.49,2.46,103.400002,9.0,193.275787,39.84,83.910004,21.379998999999998,51.849998,42.892185,128.279999,40.48,331.660004,63.549999,98.059998,68.012688,8.82
2017-12-22,174.299362,103.889999,129.28999299999998,223.11999500000002,33.009997999999996,1168.359985,146.66000400000001,84.790001,56.669998,11.6,6200.0,239.05000299999998,16.48,61.838142000000005,34.990002000000004,156.933975,21.272499,134.369995,24.190001000000002,21.868132,65.879997,42.02,27.280915999999998,42.189999,12.66,54.02,3.05,195.148727,1.45,2.42,101.5,9.125,193.70388799999998,39.740002000000004,82.75,20.83,52.220001,42.702576,128.320007,40.509997999999996,325.200012,63.040001000000004,98.209999,67.565033,8.71
2017-12-26,169.877396,103.800003,129.03999299999998,223.539993,33.32,1176.76001,146.389999,84.879997,56.290001000000004,11.28,6110.0,237.830002,16.5,61.028824,35.310001,158.149353,21.405001000000002,134.020004,24.24,25.934067000000002,65.980003,41.799999,26.92482,42.139998999999996,12.5,53.25,3.11,197.317383,1.45,2.4,100.849998,9.159,193.664063,39.389998999999996,82.269997,20.450001,52.049999,42.033943,127.980003,40.349998,317.290009,63.400002,99.160004,67.24670400000001,8.95
2017-12-27,169.907272,104.58000200000001,128.429993,226.44999700000002,33.490002000000004,1182.26001,146.66000400000001,84.730003,56.939999,11.22,6190.0,237.710007,17.41,61.378529,35.09,157.979996,21.18,134.179993,24.18,23.626373,66.349998,41.310001,27.350157,42.290001000000004,12.39,53.700001,3.19,197.04754599999998,1.36,2.41,101.949997,9.145,195.117569,39.450001,82.589996,20.51,51.529999,42.213573,128.229996,40.41,311.640015,63.720001,99.260002,67.555092,9.07
2017-12-28,170.385315,105.07,128.449997,226.479996,33.130001,1186.099976,147.649994,85.559998,57.380001,11.35,6170.0,234.74000499999997,17.6,61.68827099999999,35.549999,157.699997,21.190001000000002,134.110001,24.120001000000002,21.285715,68.260002,41.380001,27.310591,41.630001,12.69,53.650002,3.22,197.27739,1.35,2.43,103.050003,9.24,196.65069599999998,39.68,82.290001,20.02,51.900002,42.493004,128.270004,40.970001,315.359985,64.480003,99.400002,68.14200600000001,8.67
2017-12-29,168.542831,104.83000200000001,127.889999,222.190002,33.09,1169.469971,147.58999599999999,84.83000200000001,56.16,11.17,6170.0,234.210007,17.48,61.108757,35.330002,156.509995,21.16,133.28999299999998,24.040001,22.153847,69.5,40.990002000000004,26.984171000000003,41.419998,12.71,51.599998,3.07,193.379822,1.34,2.36,103.0,9.19,195.475967,39.759997999999996,82.839996,19.959999,51.919998,41.784454,127.16999799999999,40.639998999999996,311.350006,64.510002,98.75,67.06765,8.4
2018-01-02,171.56051599999998,107.120003,131.529999,224.61999500000002,34.869999,1189.01001,148.550003,86.110001,54.849998,12.02,6130.0,242.399994,17.790001,61.328571,35.09,158.009995,21.282498999999998,135.78999299999998,24.18,24.851648,70.33000200000001,41.799999,27.656794,43.279999,12.4,50.630001,3.27,199.226196,1.39,2.42,103.849998,9.27,196.780136,40.639998999999996,86.629997,20.74,54.5,44.089733,128.369995,41.060001,320.52999900000003,63.130001,98.589996,67.525246,8.87
2018-01-03,171.53063999999998,109.379997,131.78999299999998,231.19999700000002,34.0,1204.199951,151.419998,87.540001,54.669998,13.53,6100.0,245.55000299999998,18.379998999999998,63.65662,35.41,158.729996,21.445,134.509995,24.549999,24.78022,73.589996,42.82,28.596493,43.509997999999996,12.36,55.130001,3.31,212.33804300000003,1.37,2.42,104.25,9.375,199.65725700000002,40.970001,88.160004,21.200001,54.790001000000004,44.279346000000004,130.130005,42.189999,317.25,63.209998999999996,99.449997,68.878136,9.05
2018-01-04,172.327393,112.07,130.220001,233.30000299999998,34.75,1209.589966,151.820007,88.910004,53.639998999999996,13.37,6060.0,245.729996,18.15,65.535042,36.34,159.639999,21.73,134.779999,25.780001000000002,24.21978,70.989998,44.139998999999996,28.853673999999998,43.669998,12.25,54.439999,3.28,213.457336,1.39,2.4,105.349998,9.125,198.771225,41.34,87.949997,21.139999,55.540001000000004,44.488918,132.16000400000001,42.849998,314.619995,64.16999799999999,99.540001,70.121605,9.27
2018-01-05,174.289398,110.839996,131.720001,241.07000699999998,34.18,1229.140015,152.449997,91.57,53.400002,13.83,6030.0,245.13999900000002,17.959999,66.32437900000001,37.380001,160.320007,21.9825,135.429993,26.68,25.690989000000002,70.910004,44.009997999999996,29.021829999999998,45.639998999999996,12.12,56.98,3.33,215.26622000000003,1.38,2.36,106.25,9.1,199.079849,41.580002,87.879997,21.110001,55.869999,45.516815,133.860001,43.0,316.579987,63.700001,100.129997,73.76248199999999,9.51
2018-01-08,173.642044,111.41999799999999,137.449997,248.899994,34.439999,1246.869995,153.71000700000002,91.93,53.5,14.12,5950.0,250.82000699999998,17.950001,67.723206,38.099998,161.110001,22.077499,134.0,26.610001,24.227802,71.449997,44.220001,29.279010999999997,46.099998,12.13,57.73,3.22,221.86212200000003,1.36,2.33,107.349998,9.16,201.110764,41.419998,89.980003,21.209999,56.470001,46.095627,134.770004,43.009997999999996,336.410004,63.360001000000004,101.610001,74.249916,9.66
2018-01-09,173.622116,112.110001,135.440002,251.440002,34.32,1252.699951,155.139999,92.75,53.779999,14.4,5990.0,254.729996,17.93,67.683243,38.349998,165.600006,22.129998999999998,133.300003,26.58,23.736263,71.489998,44.049999,29.308684999999997,46.130001,12.79,58.91,3.31,221.80215499999997,1.39,2.32,106.550003,9.0,201.847473,41.189999,89.470001,21.34,57.060001,45.317223,133.720001,42.860001000000004,333.690002,64.900002,100.389999,74.448868,9.7
2018-01-10,173.582275,111.470001,132.96000700000002,248.309998,34.919998,1254.329956,152.110001,90.459999,52.860001000000004,13.67,6000.0,248.94999700000002,17.57,66.963844,38.66,164.940002,22.092501000000002,131.96000700000002,27.07,21.54945,68.190002,43.0,29.170204,46.450001,13.6,59.43,3.31,223.541077,1.41,2.34,105.550003,9.155,201.23023999999998,41.07,88.970001,21.620001000000002,56.02,44.199512,136.399994,42.68,334.799988,65.41999799999999,99.66999799999999,73.712738,9.84
2018-01-11,174.568268,113.260002,134.690002,252.91000400000001,34.84,1276.680054,152.21000700000002,92.059998,52.900002,13.45,6000.0,250.22000099999997,17.639999,66.98383299999999,38.919998,167.46000700000002,22.135,132.369995,27.709999,18.769285,68.08000200000001,44.189999,28.586601,46.610001000000004,13.91,60.900002,3.24,223.940826,1.4,2.4,107.300003,9.15,205.222382,41.060001,89.449997,22.290001,55.349998,44.439018,136.91000400000001,42.990002000000004,337.950012,67.699997,100.019997,73.95148499999999,9.74
2018-01-12,176.370911,115.910004,133.520004,258.429993,35.240002000000004,1305.199951,154.220001,92.910004,54.07,13.65,5990.0,253.039993,18.25,67.853104,39.169998,169.300003,22.557501000000002,131.110001,28.780001000000002,21.648352,69.900002,44.07,29.051506,46.400002,13.78,60.610001000000004,3.2,222.84150699999998,1.39,2.35,109.349998,9.15,206.99444599999998,40.349998,89.639999,23.24,56.919998,44.508877000000005,137.199997,43.389998999999996,336.22000099999997,69.32,100.870003,74.269814,9.92
2018-01-16,175.474579,111.980003,128.0,263.880005,35.169998,1304.859985,153.389999,92.559998,52.41,13.81,5980.0,257.77999900000003,17.66,67.36350999999999,38.939999,167.53999299999998,22.645,135.110001,29.959999,19.076923,66.260002,44.189999,28.972374,46.459998999999996,13.18,58.799999,3.73,219.97329700000003,1.36,2.28,107.050003,8.87,204.107361,42.049999,87.129997,23.299999,56.400002,45.217426,137.970001,43.119999,340.059998,69.0,100.690002,73.38446,9.55
2018-01-17,178.372757,113.0,126.949997,272.25,35.5,1295.0,155.75,93.559998,53.419998,13.67,5980.0,255.49000499999997,18.209999,68.332695,39.279999,167.429993,22.7575,141.059998,29.26,17.978022,66.339996,44.029999,29.180096000000002,46.610001000000004,13.85,59.310001,3.72,224.580429,1.37,2.31,108.599998,8.78,205.640503,42.279999,90.57,22.4,57.919998,46.664463,140.720001,43.91,347.160004,69.470001,102.699997,75.463539,9.72
2018-01-18,178.532104,112.550003,117.910004,270.700012,35.439999,1293.319946,158.33999599999999,93.099998,52.709998999999996,13.25,5990.0,254.960007,17.889999,68.212799,39.639998999999996,167.899994,22.762501,138.929993,28.790001,20.406593,63.380001,43.860001000000004,30.406648999999998,45.900002,12.99,58.810001,3.5,224.300613,1.37,2.27,108.5,8.7,204.137238,41.650002,91.43,22.790001,57.419998,47.093582,138.630005,44.080002,344.570007,70.889999,104.300003,75.90124499999999,9.75
2018-01-19,177.735352,115.290001,116.010002,269.459991,35.16,1294.579956,161.53999299999998,93.519997,53.599998,13.31,5990.0,255.979996,18.030001000000002,69.002136,40.119999,170.320007,22.987499,139.190002,28.719998999999998,19.428901999999997,64.690002,43.150002,30.762745000000002,46.02,13.39,58.880001,3.62,229.96708700000002,1.41,2.27,111.699997,8.8,202.60408,41.650002,89.940002,22.82,58.200001,47.323112,139.850006,44.59,350.019989,72.379997,104.589996,75.314323,10.02
2018-01-22,176.281281,117.43,113.529999,267.100006,34.869999,1327.310059,163.130005,93.550003,53.07,13.28,,254.33999599999999,19.309998999999998,68.942184,40.860001000000004,170.380005,23.2075,139.080002,28.700001,18.527473,63.66,43.290001000000004,30.41654,45.259997999999996,13.5,62.66,3.67,233.544861,1.38,2.25,112.400002,8.84,203.022202,41.98,91.410004,22.690001000000002,59.48,47.672401,139.399994,44.490002000000004,351.559998,73.949997,105.449997,75.045738,10.31
2018-01-23,176.32110600000001,118.730003,113.0,272.160004,34.52,1362.540039,161.850006,92.83000200000001,52.939999,13.53,,257.350006,19.67,69.56166800000001,41.990002000000004,168.66000400000001,23.27,138.279999,28.799999,18.160989999999998,67.150002,43.380001,30.376972,45.18,13.66,61.599998,3.71,238.761627,1.4,2.21,112.449997,8.87,203.77883899999998,42.950001,92.41999799999999,22.68,60.849998,48.321071999999994,139.279999,45.080002,352.790009,73.760002,105.900002,75.145218,10.23
2018-01-24,173.512573,116.900002,112.400002,272.27999900000003,34.23,1357.51001,161.53999299999998,93.540001,53.32,13.25,,257.959991,19.389999,67.28357700000001,41.84,169.600006,23.41,138.83999599999999,27.610001,18.352198,66.25,44.16,29.269119,46.740002000000004,13.94,60.599998,3.59,235.65354900000003,1.36,2.21,110.849998,9.055,199.577621,42.889998999999996,92.160004,22.469998999999998,60.099998,46.694404999999996,139.029999,44.830002,345.890015,72.839996,105.790001,73.095985,10.39
2018-01-25,170.415192,116.870003,116.900002,273.559998,35.240002000000004,1377.949951,159.929993,92.489998,53.48,13.05,5980.0,254.13999900000002,19.1,67.383499,41.34,169.130005,23.094998999999998,139.759995,27.709999,18.516482999999997,64.980003,43.16,28.76465,47.380001,13.54,62.57,3.53,236.203217,1.37,2.12,111.150002,9.07,198.821014,42.669998,91.849998,22.379998999999998,59.040001000000004,44.708465999999994,138.179993,45.07,337.640015,73.540001,106.599998,69.37552600000001,10.37
2018-01-26,170.813568,117.779999,114.410004,283.97000099999997,35.02,1402.050049,163.96000700000002,94.480003,53.169998,13.43,5950.0,260.25,19.24,66.744034,42.139998999999996,171.490005,23.375,140.889999,29.190001000000002,18.076923,64.690002,43.490002000000004,29.486732,50.5,13.76,62.84,3.64,243.178879,1.38,2.08,111.300003,9.85,202.106308,42.52,92.470001,22.290001,60.959998999999996,47.602543,139.559998,44.93,342.850006,75.5,108.389999,71.56403399999999,10.31
2018-01-29,167.278,116.379997,111.68,276.769989,35.200001,1417.680054,162.75,94.889999,52.810001,13.0,5950.0,253.729996,18.700001,65.265274,41.610001000000004,169.179993,23.262501,146.119995,27.75,19.139999,63.080002,43.02,29.486732,49.939999,13.65,64.300003,3.54,246.696686,1.48,2.0,110.199997,9.49,198.89068600000002,41.77,91.510002,21.959999,59.82,46.764259,139.529999,44.799999,349.52999900000003,73.82,109.550003,71.802773,9.85
2018-01-30,166.292007,115.019997,111.370003,270.079987,34.77,1437.819946,161.679993,94.629997,51.810001,12.58,5950.0,244.07000699999998,18.59,63.436806000000004,41.009997999999996,168.509995,23.059998999999998,148.869995,26.790001,17.51,62.290001000000004,42.700001,28.913023,49.259997999999996,13.47,63.669998,3.45,242.56926,1.4,1.93,109.25,9.11,198.89068600000002,41.299999,90.790001,21.379998999999998,58.43,46.235344,139.619995,44.169998,345.820007,75.129997,107.730003,71.753029,9.77
2018-01-31,166.75013700000002,115.620003,111.589996,262.0,34.849998,1450.890015,161.649994,94.879997,51.360001000000004,12.66,5850.0,246.919998,18.879998999999998,62.317741000000005,41.130001,166.419998,22.9,149.78999299999998,27.15,15.59,63.57,42.41,28.853673999999998,49.23,12.84,65.709999,3.33,245.64733900000002,1.4,1.93,109.349998,9.12,196.41175800000002,41.650002,92.370003,21.389999,59.169998,45.746342,137.919998,44.099998,354.309998,74.269997,106.599998,72.638382,9.82
2018-02-01,167.098724,115.57,109.199997,255.57000699999998,34.91,1390.0,163.399994,96.019997,52.450001,12.9,,240.52999900000003,18.4,63.04713100000001,40.740002000000004,167.850006,22.48,149.559998,27.68,13.11,61.900002,42.43,28.507469,47.549999,13.16,68.860001,3.26,240.350632,1.45,1.92,110.699997,9.08,198.303314,40.91,92.349998,21.360001,57.91,45.766304,138.800003,44.450001,349.25,73.529999,105.519997,72.111153,9.78
2018-02-02,159.848282,111.639999,105.510002,257.380005,34.400002,1429.949951,160.28999299999998,94.209999,49.779999,12.41,,233.169998,18.08,61.118748,39.93,164.96000700000002,22.1,147.419998,26.58,12.0,61.150002,41.0,27.498528999999998,46.029999,12.55,64.720001,3.18,233.374969,1.41,1.94,108.949997,9.12,193.156326,40.169998,91.230003,20.209999,55.799999,44.329243,136.619995,43.240002000000004,343.75,72.5,104.480003,70.270821,8.95
2018-02-05,155.854568,109.18,105.150002,242.399994,32.52,1390.0,156.020004,91.139999,47.43,11.86,,225.32000699999998,17.58,56.552574,38.380001,157.020004,20.940001000000002,140.130005,25.219998999999998,10.05,60.0,39.540001000000004,26.984171000000003,44.599998,12.6,62.299999,2.92,213.56727599999996,1.39,1.8,105.800003,8.925,183.738434,38.369999,89.589996,19.459999,54.0,42.88221,131.929993,40.59,333.130005,69.099998,100.089996,66.620003,8.38
2018-02-06,162.36801100000002,112.620003,107.540001,241.44999700000002,31.75,1442.839966,157.100006,92.599998,47.959998999999996,12.0,,228.770004,17.860001,57.891453000000006,39.130001,161.880005,21.9,140.169998,26.200001,12.31,59.259997999999996,41.860001000000004,27.68647,45.049999,12.44,61.779999,2.91,225.439896,1.39,1.84,107.0,8.56,187.730591,38.75,88.91999799999999,20.1,55.209998999999996,43.061840000000004,138.759995,40.32,333.97000099999997,69.43,100.900002,68.989998,8.36
2018-02-07,158.892166,110.540001,106.629997,234.330002,31.120001000000002,1416.780029,155.029999,93.690002,48.110001000000004,11.75,,222.5,17.43,56.932258999999995,39.630001,161.440002,21.57,138.600006,25.200001,13.69,55.959998999999996,42.389998999999996,27.003952,44.389998999999996,12.98,64.040001,3.01,228.657898,1.37,1.98,107.300003,8.8,187.939651,40.349998,89.110001,20.379998999999998,53.400002,41.89423,136.880005,40.82,345.0,69.760002,102.849998,66.970001,8.76
2018-02-08,154.520004,104.809998,105.18,220.710007,29.860001,1350.5,148.83999599999999,89.269997,46.009997999999996,11.41,,212.07000699999998,16.889999,53.605049,37.439999,153.66000400000001,21.33,141.28999299999998,25.01,13.945,53.389998999999996,40.75,25.668592,42.25,12.11,59.330002,2.825,217.38490299999998,1.32,1.72,108.0,8.6,177.93438700000002,38.82,85.940002,19.809998999999998,51.299999,39.588947,134.429993,39.34,315.230011,68.059998,100.019997,62.82,8.42
2018-02-09,156.41000400000001,105.940002,107.720001,229.36999500000002,30.219998999999998,1339.599976,150.41000400000001,88.559998,47.98,11.61,,215.669998,16.799999,54.9739,37.52,154.929993,21.74,142.389999,25.049999,14.34,54.68,41.459998999999996,26.311544,42.93,11.65,59.709998999999996,2.72,231.935867,1.23,1.7,105.900002,8.7,182.225204,40.290001000000004,86.83000200000001,19.620001000000002,52.200001,41.18568,136.570007,38.07,310.420013,69.139999,99.370003,65.379997,8.21
2018-02-12,162.71000700000002,108.379997,111.589996,233.13000499999998,30.26,1386.22998,153.740005,91.440002,49.25,11.73,,221.63999900000002,17.780001000000002,54.844009,38.52,159.21000700000002,21.889999,144.809998,25.530001000000002,14.87,57.459998999999996,42.0,26.835794,43.720001,12.05,61.299999,2.9,227.888367,1.15,1.75,105.75,8.73,185.47070300000001,41.099998,88.68,19.860001,53.549999,41.944126000000004,138.759995,40.0,315.730011,70.41999799999999,99.550003,65.120003,8.49
