Date,AAL,ALK,ALLE,AME,AOS,ARNC,AYI,BA,CAT,CHRW,CMI,COL,CSX,CTAS,DAL,DE,DOV,EFX,EMR,ETN,EXPD,FAST,FBHS,FDX,FLR,FLS,FTV,GD,GE,GWW,HII,HON,HRS,INFO,IR,ITW,JBHT,JCI,JEC,KSU,LLL,LMT,LUV,MAS,MMM,NLSN,NOC,NSC,PCAR,PH,PNR,PWR,RHI,ROK,ROP,RSG,RTN,SNA,SRCL,SWK,TDG,TXT,UAL,UNP,UPS,URI,UTX,VRSK,WM,XYL
2017-12-26,52.748557999999996,74.478065,80.389999,72.540001,61.493896,27.015968,175.938248,293.909149,155.717255,88.35251600000001,174.995956,134.595978,54.650997,155.520004,56.106239,158.149353,100.664726,118.980003,69.057106,77.32,64.860001,53.775332999999996,68.722801,249.63999900000002,51.263073,41.582691,72.553123,201.15638700000002,17.286935999999997,234.841797,236.17059300000003,153.016403,142.199997,45.0,89.209999,166.320145,114.68615700000001,37.900002,65.89437099999999,107.27818300000001,196.588303,316.731476,65.980003,43.916618,234.06977799999999,36.209998999999996,303.839996,143.909973,70.886482,198.223724,69.04939300000001,39.5,55.04099300000001,193.664063,260.316742,66.428268,186.66366599999998,173.919678,67.839996,167.809998,273.109985,56.880001,67.349998,133.941772,117.266403,170.610001,126.437569,95.650002,85.879997,67.30520600000001
2017-12-27,52.299427,74.010345,80.0,72.66999799999999,61.713306,27.285431,177.087326,294.167877,156.79226699999998,89.059021,175.095322,134.975052,54.919918,156.020004,55.798016000000004,157.979996,100.68463100000001,119.779999,69.275612,77.41999799999999,65.209999,54.35153199999999,68.52343,250.02999900000003,51.263073,41.612556,72.303352,201.903366,17.237345,235.826904,236.958481,153.205475,143.220001,45.169998,89.110001,166.350006,115.235046,37.919998,66.123825,106.739998,197.42514,317.656281,65.959999,43.776951000000004,234.815384,35.860001000000004,306.160004,145.21371499999998,70.577629,198.19383200000001,69.069298,39.48,55.160408,195.117569,260.206909,66.587456,187.11174,174.506622,67.82,168.679993,273.809998,56.970001,67.120003,135.602997,118.07951399999999,171.470001,126.87513700000001,95.769997,86.110001,68.03310400000001
2017-12-28,52.359306,74.20938100000001,79.559998,72.870003,61.444035,27.564873,177.69683799999999,294.894318,157.688095,89.01921800000001,176.049072,135.364075,54.78047900000001,156.619995,56.026695,157.699997,100.983284,119.730003,69.504051,78.160004,65.360001,54.778713,68.563301,248.32000699999998,51.571945,41.771839,72.433228,203.038773,17.21751,236.78216600000002,238.813538,153.384613,143.220001,45.290001000000004,89.230003,166.71000700000002,115.005508,38.18,66.413139,105.610001,198.301834,320.301422,65.870003,44.016384,234.33819599999998,36.0,308.290009,144.616577,71.17540699999999,198.492752,69.805771,39.330002,55.757492000000006,196.65069599999998,260.19693,67.065002,188.117447,174.974213,67.870003,170.029999,275.769989,57.0,67.540001,134.409302,118.04976699999999,173.330002,127.412148,96.449997,86.290001,68.05304
2017-12-29,51.930134,73.154503,79.559998,72.470001,61.114922,27.19561,175.858322,293.46139500000004,156.851974,88.651039,175.492706,135.284271,54.790436,155.830002,55.678703000000006,156.509995,100.535301,117.91999799999999,69.21601899999999,79.010002,64.690002,54.331661,68.224373,249.539993,51.462345,41.941078000000005,72.283371,202.630417,17.306772,235.080627,235.073502,152.618332,141.649994,45.150002,89.190002,166.850006,114.74604,38.110001000000004,65.804581,105.220001,197.106354,319.25726299999997,65.449997,43.836807,233.99025,36.400002,306.910004,144.208527,70.816742,198.86141999999998,70.283485,39.110001000000004,55.269875,195.475967,258.599396,67.610001,187.05200200000002,173.402344,67.989998,169.690002,274.619995,56.59,67.400002,133.394669,118.148926,171.91000400000001,126.86518899999999,96.0,86.300003,68.00318100000001
2018-01-02,52.888293999999995,74.647255,79.910004,72.75,61.364245999999994,27.704591999999998,179.665253,295.38189700000004,156.314468,89.297836,175.909988,135.54363999999998,56.115131000000005,156.850006,56.414458999999994,158.009995,101.232155,119.540001,70.258873,78.860001,64.980003,54.182648,68.52343,257.600006,52.139877,42.309418,72.313339,199.682358,17.832420000000003,234.543304,227.403946,152.96666000000002,142.070007,45.549999,88.75,165.270004,115.853775,38.23,66.71244,107.160004,197.52478,316.76129199999997,66.290001,43.707115,234.258667,36.66,305.23999,146.258713,72.74955,199.160339,69.895348,39.240002000000004,55.638073,196.780136,260.15698199999997,66.58000200000001,186.279999,175.979004,68.559998,168.509995,275.109985,57.299999,68.940002,135.065826,122.63094299999999,173.580002,127.451935,95.83000200000001,86.099998,67.873566
2018-01-03,52.239540000000005,74.29894300000001,80.25,73.389999,61.733253000000005,27.924152000000003,177.496994,296.337158,156.55336,89.049065,177.847321,136.211975,56.822295999999994,158.419998,55.37048299999999,158.729996,102.048462,120.160004,70.904457,81.639999,65.07,54.202515000000005,69.33087900000001,260.820007,52.907074,42.18,72.353302,200.927322,18.001026,233.07061800000002,228.780273,151.702789,142.820007,45.209998999999996,89.949997,165.96000700000002,116.632195,38.959998999999996,66.941895,107.089996,198.491135,319.416382,64.910004,43.896667,234.24873399999998,35.990002000000004,306.649994,146.268661,73.636261,200.78447,70.462631,39.549999,55.538563,199.65725700000002,261.674622,66.900002,188.300003,174.287766,67.629997,169.130005,270.22000099999997,57.630001,68.489998,135.821823,125.347931,175.190002,129.32153300000002,95.550003,87.349998,68.701172
2018-01-04,52.56890500000001,73.492859,81.370003,73.980003,62.022468999999994,29.261478000000004,180.45462,295.212738,158.703384,89.277939,180.56951899999999,136.09226999999998,56.553371,161.169998,55.37048299999999,159.639999,102.63580300000001,121.639999,71.00376899999999,80.769997,65.0,54.42106999999999,69.90905,264.880005,53.06649399999999,43.419998,74.181618,204.383347,18.377909,234.891556,232.04159500000003,153.752823,142.429993,45.68,90.389999,166.149994,116.652153,39.849998,67.630264,107.0,197.52478,324.89563,64.699997,43.946548,237.310669,35.790001000000004,308.549988,146.676712,74.572777,201.70114099999998,72.20429200000001,39.860001000000004,55.707733,198.771225,264.450317,68.440002,190.08999599999999,175.26271100000002,70.849998,169.78999299999998,272.839996,57.580002,69.260002,135.085724,126.161041,172.0,129.729279,96.029999,88.099998,69.15984300000001
2018-01-05,52.548945999999994,73.383392,81.57,73.790001,62.820316000000005,29.5509,185.21078500000002,307.322937,161.211746,89.128677,180.281418,136.32171599999998,57.489624,161.639999,55.648876,160.320007,101.919044,122.83000200000001,71.93737800000001,81.389999,65.089996,54.53035,71.394356,265.920013,53.21595,43.400002,73.33240500000001,203.875381,18.387826999999998,237.070724,233.12869300000003,154.827606,143.740005,45.950001,89.709999,166.029999,116.033409,38.419998,67.979439,109.190002,200.822327,327.839081,64.32,44.355587,239.159775,36.0,308.22000099999997,149.55291699999998,74.821846,203.076187,72.313766,39.509997999999996,56.03613299999999,199.079849,266.60699500000004,68.260002,190.229996,177.53096000000002,71.16999799999999,170.580002,274.910004,58.5,69.360001,136.806625,126.54776000000001,171.380005,130.843094,96.879997,87.989998,69.03022
2018-01-08,52.029942,72.398178,81.239998,74.279999,63.11950699999999,29.7006,185.580475,308.62652599999996,165.262939,90.33270999999999,180.937119,136.551132,58.505554000000004,161.899994,54.36628,161.110001,101.97878299999999,121.989998,71.708946,82.029999,65.480003,55.106552,71.20495600000001,268.660004,53.58460600000001,43.720001,73.182541,203.875381,18.129959,237.070724,235.412598,153.991669,146.399994,46.68,90.41999799999999,167.570007,117.789833,38.939999,67.79986600000001,109.940002,202.496002,326.32757599999997,64.0,44.565090000000005,238.384323,36.16,308.26001,151.841949,74.582741,204.809921,72.244095,39.099998,56.49389300000001,201.110764,268.140015,68.16999799999999,192.360001,180.535416,70.760002,172.66000400000001,276.019989,58.349998,68.510002,138.70658899999998,128.084732,172.449997,132.086197,97.0,88.050003,69.279495
2018-01-09,51.980042,70.94524399999999,82.93,74.0,63.069644999999994,29.7505,157.822845,316.86584500000004,165.661087,91.009361,180.778168,137.59854099999998,59.023472,161.220001,53.859203,165.600006,103.581535,122.25,71.828133,81.980003,66.050003,54.997271999999995,70.09845,267.75,53.614498,43.299999,73.712051,205.050644,18.407660999999997,236.11546299999998,238.564194,155.255524,145.619995,46.799999,90.889999,168.860001,120.065193,38.75,67.550453,110.470001,204.21951299999998,328.66445899999997,62.380001,45.323307,239.86560099999997,36.330002,310.390015,152.86702,74.552856,206.57356299999998,72.532715,38.639998999999996,56.354576,201.847473,270.320007,67.980003,193.699997,177.839371,70.129997,173.610001,282.410004,58.450001,68.480003,140.258377,128.025238,172.429993,133.528183,96.730003,87.690002,69.299438
2018-01-10,53.676773,71.70156899999999,82.599998,73.720001,63.239185,29.730541,158.86201499999999,318.68685899999997,165.103668,90.989464,179.38725300000002,137.608505,58.246590000000005,160.330002,55.539508999999995,164.940002,102.237602,121.18,72.09629100000001,82.470001,65.440002,54.053497,68.862358,268.01001,53.86359,42.470001,72.952751,203.925186,18.774624,230.60289,236.699173,156.330292,145.149994,46.970001,90.980003,167.309998,119.865601,39.060001,67.650215,106.540001,204.956726,329.201416,62.959998999999996,44.605,239.726425,36.259997999999996,307.609985,150.88652,73.83551800000001,205.866104,73.06019599999999,38.139998999999996,55.518657999999995,201.23023999999998,268.769989,67.529999,193.479996,179.460983,70.269997,171.03999299999998,281.230011,58.400002,73.08000200000001,138.96521,128.699524,173.199997,134.154694,96.339996,87.269997,68.80088
2018-01-11,56.311707,74.448212,84.379997,74.57,64.575577,30.339321,159.721329,326.50824,168.418289,93.457237,182.705551,137.44889799999999,58.45575,162.050003,58.184245999999995,167.46000700000002,103.043961,121.489998,73.37751800000001,83.989998,66.389999,54.72904200000001,69.56015,271.190002,55.945999,43.470001,73.642113,204.682129,18.863885999999997,236.54335,238.63401800000003,157.156281,145.300003,47.459998999999996,91.989998,169.0,120.68393700000001,39.560001,69.336235,107.650002,205.693954,329.281006,64.839996,45.73,240.889557,36.299999,309.549988,153.29496799999998,75.29010799999999,207.599854,73.776756,39.07,56.314769999999996,205.222382,272.5,68.260002,193.350006,182.813614,71.58000200000001,172.529999,287.51001,59.09,76.449997,139.611801,132.338699,179.990005,134.244202,96.66999799999999,88.18,69.76808199999999
