Date,AEE,AEP,AES,AWK,CMS,CNP,D,DTE,DUK,ED,EIX,ES,ETR,EXC,FE,LNT,NEE,NI,NRG,PCG,PEG,PNW,PPL,SCG,SO,SRE,WEC,XEL
2017-12-12,61.360001000000004,75.288696,10.599965,88.849716,49.169998,28.085278999999996,83.43,113.12447399999999,87.129997,87.27624499999999,67.93573,63.739178,82.255371,40.627712,32.287921999999995,43.636677,157.070007,26.167131,28.666998,53.43,52.009997999999996,88.339233,34.040001000000004,42.790001000000004,51.189999,113.814644,67.04943100000001,50.159603000000004
2017-12-13,61.25,75.773987,10.530747999999999,89.456505,49.25,28.105074,84.110001,112.93594399999999,87.559998,87.16726700000001,69.144272,64.602806,82.314644,40.746593,31.902366999999998,43.914303000000004,156.470001,26.206792999999998,28.11763,53.09,52.18,88.51765400000001,33.869999,42.529999,51.68,114.36044299999999,67.297173,50.447421999999996
2017-12-14,60.830002,75.556107,10.510973,89.87429,49.07,28.32279,84.379997,112.737503,87.559998,86.780869,68.639061,64.305,81.66261300000001,40.429577,31.754074,43.577187,157.979996,26.256371,27.64817,52.720001,51.939999,88.19054399999999,33.799999,42.779999,51.52,114.89632399999999,67.089066,50.010731
2017-12-15,60.939999,75.803696,10.67907,90.34182,49.25,28.500919,84.910004,113.230003,87.839996,87.42486600000001,69.055115,64.620003,82.788857,40.360229,31.467378999999998,44.053115999999996,158.429993,26.286118,27.468378,53.049999,52.299999,88.755554,33.970001,44.419998,51.310001,115.640594,67.554825,50.397797
2017-12-18,60.41,74.773705,10.82739,90.01355,48.650002,28.16445,82.75,111.160004,86.540001,86.513367,70.283463,63.91,81.69225300000001,40.102654,31.151026,43.230152000000004,156.350006,25.760593,27.558275,52.5,51.970001,87.457031,33.970001,42.98,50.549999,114.19174199999999,66.861145,49.712990000000005
2017-12-19,59.490002000000004,73.793228,10.530747999999999,88.531403,47.720001,27.719124,81.339996,109.010002,85.010002,84.769623,69.193802,62.59,80.052277,39.250668,30.656721,42.407196,154.100006,25.086336,27.218666,52.049999,51.32,85.83139,32.419998,41.900002,49.810001,111.333725,65.533234,48.958714
2017-12-20,58.689999,73.783325,10.461533,88.869606,47.16,27.729019,80.589996,108.25,84.489998,84.125633,67.658363,62.220001,79.232292,38.676079,30.241507000000002,42.149399,153.639999,24.749207000000002,26.968952,51.119999,50.98,85.048317,31.59,41.32,49.939999,111.07570600000001,65.344948,48.125034
2017-12-21,58.369999,73.030632,10.501085,89.227707,47.259997999999996,27.481617,80.650002,108.25,84.300003,84.006737,62.71524,61.98,79.15325899999999,38.705795,30.241507000000002,41.961014,154.479996,24.45174,27.428423,44.5,51.009997999999996,84.463486,31.190001000000002,37.389998999999996,49.490002000000004,106.094025,65.02784,48.025787
2017-12-22,58.689999,72.941498,10.590077,90.033447,47.349998,27.7785,80.440002,108.720001,84.16999799999999,83.967102,64.617203,62.369999,79.340965,38.646355,30.132759000000004,42.139484,154.53999299999998,25.066505,28.127619,44.57,51.07,84.39409599999999,31.129998999999998,39.009997999999996,48.5,107.483337,65.126938,47.886841
2017-12-26,58.299999,72.287849,10.520862,89.943924,46.810001,27.738915999999996,80.33000200000001,108.129997,83.599998,83.42218000000001,63.43838100000001,61.959998999999996,78.935913,38.448223,29.974581,41.832115,154.0,24.848361999999998,28.397308000000002,44.450001,50.959998999999996,83.55154399999999,30.76,39.09,48.049999,107.116165,64.77018000000001,47.470001
2017-12-27,58.700001,72.535439,10.550526,90.36171,47.209998999999996,27.857670000000002,80.660004,108.739998,83.980003,83.877937,63.795002000000004,62.529999,79.528671,38.626545,29.974581,42.060162,155.28999299999998,25.026842000000002,27.668148,44.68,51.009997999999996,83.878654,30.83,39.48,48.049999,107.00700400000001,65.285484,47.799999
2017-12-28,59.150002,72.941498,10.639517999999999,91.13760400000001,47.389998999999996,28.065489000000003,81.07,109.610001,83.989998,84.303963,63.939999,62.950001,80.18070999999999,38.933651,30.103102000000003,42.298126,156.350006,25.344141,27.977790999999996,44.810001,51.34,84.453568,30.91,39.720001,48.279999,107.08000200000001,65.830528,48.080002
2017-12-29,58.990002000000004,72.862267,10.708734,91.008286,47.299999,28.065489000000003,81.059998,109.459999,84.110001,84.165253,63.240002000000004,63.18,80.40793599999999,39.042629,30.271165999999997,42.248554,156.190002,25.453211,28.44725,44.830002,51.5,84.433746,30.950001,39.779999,48.09,106.91999799999999,65.830528,48.110001000000004
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,58.389998999999996,71.713432,10.758174,88.610977,46.950001,27.729019,80.279999,108.449997,83.230003,82.80791500000001,63.25,63.150002,81.60333299999999,39.220951,30.468884999999997,41.752796000000004,155.08999599999999,25.14583,28.866768,44.490002000000004,51.0,83.155052,30.6,38.869999,47.169998,105.349998,65.176476,47.810001
2018-01-03,58.09,71.109299,10.748285000000001,87.984291,46.66,27.669641,77.190002,108.099998,82.970001,82.02520799999999,62.75,62.59,80.70431500000001,38.695892,30.033896999999996,41.385933,151.800003,24.987181,28.846790000000002,43.77,50.740002000000004,82.3918,30.67,47.650002,46.900002,108.139999,64.948555,47.490002000000004
2018-01-04,57.43,70.267471,10.708734,87.14872,46.139998999999996,27.699331,76.83000200000001,106.300003,82.32,81.064171,62.290001000000004,61.709998999999996,79.56819200000001,38.151016,29.974581,40.900089,151.020004,24.878110999999997,28.51717,43.52,49.25,81.78714000000001,30.75,46.330002,46.700001,107.41999799999999,64.72063399999999,47.119999
2018-01-05,57.389998999999996,70.11891899999999,10.748285000000001,86.293243,45.810001,27.580578000000003,76.839996,106.199997,81.940002,80.984909,62.98,61.82,78.95566600000001,37.834,29.766975,40.731533,151.71000700000002,24.580645,28.696962,44.290001000000004,49.66,81.697929,30.950001,45.02,46.779999,108.449997,64.284607,46.790001000000004
2018-01-08,58.07,70.732948,10.748285000000001,87.039299,46.34,27.748814000000003,78.019997,106.980003,82.199997,82.12428299999999,64.199997,62.25,79.864563,38.240177,30.043783,41.18763,152.96000700000002,24.788870000000003,29.136457,45.23,49.810001,82.322411,31.4,45.52,47.200001,108.480003,64.839554,47.139998999999996
2018-01-09,57.32,69.901031,10.639517999999999,86.253456,45.709998999999996,27.47172,77.209999,105.68,81.239998,81.25241899999999,63.52,61.779999,79.15325899999999,37.804279,29.717543,40.562973,151.83999599999999,24.491404,28.686974,44.84,49.630001,81.30143000000001,31.33,44.799999,46.610001000000004,107.620003,64.324249,46.59
2018-01-10,56.48,68.83142099999999,10.659293,85.248772,44.98,26.976912,76.209999,104.639999,80.110001,80.172485,62.84,61.32,78.520981,37.596237,29.480278000000002,39.849078999999996,150.58999599999999,23.926216,28.207527000000002,44.549999,49.400002,79.864136,30.9,44.259997999999996,45.959998999999996,107.190002,63.095431999999995,46.130001
2018-01-11,56.150002,68.068832,10.837278,84.293823,44.389998999999996,27.145146999999998,76.209999,103.93,79.279999,79.647377,62.32,61.52,78.214722,38.051949,29.895493,39.502047999999995,150.5,23.926216,28.577103,43.880001,50.0,79.219826,30.879998999999998,44.509997999999996,45.25,106.699997,63.006248,45.52
