Date,ADM,BF.b,CAG,CHD,CL,CLX,COST,COTY,CPB,CVS,DPS,EL,GIS,HRL,HSY,K,KHC,KMB,KO,KR,MDLZ,MKC,MNST,MO,PEP,PG,PM,SJM,STZ,SYY,TAP,TSN,WBA,WMT
2018-01-25,42.889998999999996,,37.829547999999996,49.118862,77.309998,146.130005,197.421707,20.25,47.459998999999996,81.58000200000001,95.690002,137.169998,60.139998999999996,34.59,111.230003,67.910004,79.66999799999999,123.440002,47.84,30.125486,44.470001,105.089996,67.800003,69.910004,120.900002,88.339996,107.489998,128.706726,220.772598,63.990002000000004,83.790001,79.800003,77.811539,106.599998
2018-01-26,43.59,,38.287003000000006,48.889893,73.559998,142.639999,198.37915,20.219998999999998,47.34,82.010002,95.650002,137.71000700000002,60.200001,34.66,111.07,68.33000200000001,79.389999,122.230003,48.529999,30.742728999999997,44.419998,107.449997,68.910004,71.019997,121.760002,87.730003,110.190002,130.206894,223.096954,64.120003,84.389999,80.16999799999999,78.68639399999999,108.389999
2018-01-29,43.110001000000004,,38.209998999999996,48.710701,73.790001,140.96000700000002,197.790726,19.700001,46.950001,83.629997,117.07,136.600006,59.580002,34.639998999999996,109.66999799999999,67.760002,78.41999799999999,119.709999,47.700001,31.200685999999997,44.540001000000004,107.779999,68.290001,69.83000200000001,119.66999799999999,86.860001,108.610001,128.577576,220.20399500000002,63.389998999999996,83.480003,78.910004,79.799828,109.550003
2018-01-30,42.48,,37.860001000000004,48.879936,74.66999799999999,141.759995,197.381821,19.690001000000002,46.400002,80.190002,119.0,136.630005,58.580002,34.700001,109.529999,67.940002,78.5,118.5,47.41,30.692953000000003,44.34,107.970001,67.900002,69.82,119.889999,86.949997,107.940002,126.63033300000001,219.515671,63.299999,83.480003,78.889999,75.684074,107.730003
2018-01-31,42.950001,,38.0,48.631058,74.239998,141.690002,194.34993,19.610001,46.549999,78.690002,119.349998,134.96000700000002,58.490002000000004,34.330002,110.33000200000001,68.110001,78.389999,117.0,47.59,30.225042,44.400002,108.769997,68.230003,70.339996,120.300003,86.339996,107.230003,126.06404099999999,218.937073,62.869999,84.019997,76.110001,74.819176,106.599998
2018-02-01,42.459998999999996,,37.610001000000004,48.272675,73.33000200000001,140.330002,192.953674,18.860001,46.779999,78.790001,120.099998,134.559998,57.880001,34.080002,103.769997,68.32,78.57,117.900002,47.450001,30.075708000000002,45.869999,107.519997,67.93,69.93,120.300003,85.849998,105.16999799999999,125.20964099999999,220.15411400000002,61.990002000000004,83.550003,75.760002,75.614487,105.519997
2018-02-02,41.43,,36.709998999999996,46.122355999999996,72.43,130.91000400000001,190.480286,18.049999,44.599998,76.449997,118.709999,134.389999,55.950001,33.650002,102.970001,65.449997,77.190002,116.209999,46.73,29.209576000000002,45.5,103.559998,66.629997,69.400002,118.66999799999999,84.25,103.440002,119.33811200000001,215.365768,61.18,81.059998,74.489998,73.12912800000001,104.480003
2018-02-05,40.599998,,35.650002,47.207466,69.809998,127.0,182.282227,17.280001000000002,44.220001,73.32,118.33000200000001,134.300003,54.009997999999996,32.490002000000004,100.16999799999999,64.129997,74.260002,111.879997,44.889998999999996,28.343443,43.939999,101.529999,63.849998,66.040001,114.459999,81.059998,98.690002,115.870827,210.48764,57.48,77.68,73.230003,70.017464,100.089996
2018-02-06,42.0,,35.709998999999996,47.655449,70.410004,130.630005,184.51623500000002,17.43,45.139998999999996,74.019997,118.349998,137.220001,55.779999,32.740002000000004,101.290001,65.160004,74.309998,114.139999,44.669998,28.940777,44.549999,102.459999,64.209999,66.529999,113.559998,82.379997,100.33000200000001,119.13941200000001,215.764786,59.639998999999996,77.980003,74.190002,71.369499,100.900002
2018-02-07,42.189999,,35.889998999999996,47.157692,70.16999799999999,127.82,182.701111,17.48,44.799999,74.349998,118.0,134.71000700000002,54.650002,32.740002000000004,99.040001,64.209999,73.550003,112.360001,44.560001,28.771532,44.049999,102.660004,64.550003,66.790001,113.5,81.839996,98.879997,119.049995,213.62999,58.43,76.160004,73.379997,71.111023,102.849998
2018-02-08,41.349998,,35.490002000000004,47.167648,68.949997,127.760002,178.133331,19.959999,44.830002,70.550003,116.93,131.46000700000002,53.990002000000004,32.209998999999996,97.650002,65.980003,71.58000200000001,111.690002,43.099998,27.447445000000002,42.68,101.360001,61.990002000000004,64.050003,110.150002,80.220001,100.389999,118.370003,208.729996,57.0,74.510002,73.91999799999999,67.820412,100.019997
2018-02-09,41.490002000000004,,35.560001,48.342361,69.760002,128.800003,180.237701,19.860001,45.73,69.389999,116.709999,134.75,54.720001,32.810001,99.66999799999999,67.33000200000001,71.379997,111.440002,43.130001,27.537045000000003,42.139998999999996,101.839996,62.889998999999996,64.029999,111.18,79.91999799999999,99.940002,119.519997,210.25999500000003,58.330002,74.209999,74.870003,68.05900600000001,99.370003
2018-02-12,41.27,,35.700001,48.412045,70.190002,127.949997,180.576782,20.42,46.310001,69.870003,116.739998,137.029999,54.919998,33.07,99.779999,67.07,71.809998,113.66999799999999,43.970001,27.07909,42.529999,102.300003,64.08000200000001,65.349998,111.93,81.33000200000001,102.400002,119.400002,213.00999500000003,58.130001,75.769997,74.529999,68.05900600000001,99.550003
2018-02-13,41.34,,35.470001,48.422001,70.300003,128.529999,183.658539,20.559998999999998,46.650002,70.110001,115.949997,137.5,54.790001000000004,33.080002,99.540001,67.489998,71.709999,112.660004,44.189999,27.995001000000002,42.799999,102.709999,63.389998999999996,65.639999,112.139999,81.5,103.050003,119.690002,213.47000099999997,58.419998,75.699997,74.730003,67.889999,100.980003
2018-02-14,41.82,,35.540001000000004,48.880001,69.620003,128.800003,186.850006,21.25,46.959998999999996,69.790001,114.910004,139.729996,56.029999,34.040001000000004,99.019997,67.739998,71.91999799999999,112.730003,44.099998,28.4,42.959998999999996,103.760002,63.900002,65.18,109.110001,80.68,102.540001,121.010002,214.0,58.349998,80.449997,75.839996,68.489998,101.699997
2018-02-15,43.035,,36.27,49.509997999999996,70.769997,130.53999299999998,191.08999599999999,21.440001000000002,47.924999,70.300003,116.190002,139.58999599999999,56.68,33.959998999999996,100.860001,69.418999,71.785004,115.565002,44.68,28.730101,43.890099,104.550003,65.25,64.960999,110.57,82.019897,103.139999,123.010002,216.38000499999998,59.02,81.220001,75.589996,69.51280200000001,103.309898
