Date,AAPL,ADSK,AMZN,APTV,ATHN,BABA,BB,BCG,BIDU,BLUE,CERS,CGEN,CRM,EDIT,FB,FMI,GBTC,GOOG,HDP,ILMN,IONS,JD,JUNO,LC,MCRB,MDSO,MGTI,MTLS,NFLX,NSTG,NTDOY,NTLA,NVDA,NVTA,ONVO,PACB,PRLB,PYPL,RDFN,RHT,SFTBY,SPLK,SQ,SSYS,SYRS,TCEHY,TER,TREE,TSLA,TWOU,TWTR,VCYT,VLKAY,XLNX,XONE
2017-04-28,141.98945600000002,90.07,924.98999,66.671761,98.010002,115.5,9.34,,180.229996,88.949997,4.35,4.05,86.120003,18.85,150.25,35.5,1.513187,905.9600220000001,10.41,184.860001,48.189999,35.07,24.940001000000002,5.85,9.83,65.43,0.73,11.01,152.199997,17.48,31.594996999999996,14.57,104.026344,11.03,2.9,3.94,58.0,47.720001,,88.08000200000001,37.829235,64.309998,18.24,24.76,15.19,31.276937,35.073906,,314.070007,45.400002,16.48,8.47,31.738770000000002,61.797062,10.09
2017-05-01,144.885605,91.980003,948.2299800000001,66.339989,98.279999,116.68,9.32,5450.0,180.059998,90.599998,4.37,4.15,86.660004,20.27,152.46000700000002,35.799999,1.6976919999999998,912.570007,10.49,186.809998,48.720001,35.34,25.33,5.99,9.87,66.959999,0.74,10.8,155.350006,17.5,31.565077000000002,15.28,106.360207,11.16,2.97,4.01,58.549999,47.540001000000004,,88.290001,37.87912,65.209999,18.610001,25.52,15.23,31.576239,35.581070000000004,,322.829987,46.130001,17.540001,8.52,31.867069,62.041866000000006,10.09
2017-05-02,145.804855,93.449997,946.9400019999999,65.05471,100.629997,118.089996,9.27,5450.0,178.639999,88.150002,4.34,3.95,87.089996,20.43,152.779999,35.549999,1.6527470000000002,916.4400019999999,10.53,186.71000700000002,47.439999,35.450001,25.540001,5.85,9.79,66.690002,0.7399,11.11,156.449997,17.5,31.475319,14.52,103.208504,11.13,2.8,3.99,59.200001,49.049999,,88.18,37.87912,65.41999799999999,18.809998999999998,25.85,14.87,31.845609999999997,35.650684000000005,,318.890015,44.119999,18.24,8.3,31.778247999999998,61.385799,10.17
2017-05-03,145.360062,93.349998,941.0300289999999,72.15306899999999,102.010002,116.57,9.27,5960.0,177.399994,87.25,4.24,3.85,86.550003,19.57,151.800003,35.299999,1.8296700000000001,927.0399779999999,10.14,187.720001,47.970001,35.150002,25.110001,6.04,9.77,67.150002,0.738,10.81,155.58999599999999,16.77,31.505239000000003,13.9,103.976479,10.91,2.76,4.02,59.200001,49.02,,87.230003,36.951344,64.93,18.280001000000002,26.129998999999998,14.58,31.785749,35.223071999999995,,311.019989,43.700001,18.57,7.83,31.403222999999997,61.307472,10.38
2017-05-04,144.836182,93.25,937.5300289999999,73.023827,100.989998,115.860001,9.25,5800.0,176.71000700000002,93.199997,3.49,3.85,86.519997,18.969998999999998,150.850006,35.650002,1.868132,931.659973,10.1,188.850006,47.880001,35.400002,25.65,6.09,10.56,67.83000200000001,0.69,10.81,157.25,17.379998999999998,31.585024,13.57,103.577522,10.79,2.7,3.89,59.75,48.91,,87.889999,37.031151,65.970001,19.9,25.639999,14.23,31.187146999999996,35.382183000000005,,295.459991,44.380001,18.48,8.26,31.817724,61.630604000000005,10.0
2017-05-05,147.238113,93.239998,934.150024,72.72522,104.019997,116.040001,9.49,6200.0,178.029999,90.300003,3.33,3.7,86.970001,18.629998999999998,150.240005,35.650002,2.010989,927.1300050000001,11.15,187.139999,47.720001,35.779999,23.68,5.75,9.99,68.139999,0.699,10.95,156.600006,18.450001,32.153496000000004,13.64,103.587502,10.8,2.71,3.94,61.099998,49.299999,,88.610001,37.280552,66.940002,19.780001000000002,26.51,14.31,31.616146,35.402073,,308.350006,42.880001,18.690001000000002,8.22,32.222355,62.071243,10.37
2017-05-08,151.241272,93.389999,949.0399779999999,72.725403,106.370003,116.860001,9.4,6630.0,177.470001,88.800003,3.11,3.65,86.860001,17.99,151.059998,35.400002,2.1978020000000003,934.2999880000001,11.05,184.649994,45.299999,38.549999,22.16,5.6,9.6,68.43,0.56,10.81,156.380005,18.42,31.964005,13.46,102.500351,10.78,2.72,3.93,61.150002,49.169998,,88.199997,37.948952,66.349998,19.559998999999998,27.219998999999998,14.04,31.446540999999996,35.173351000000004,,307.190002,42.040001000000004,18.309998999999998,7.63,32.015102,63.22669200000001,10.81
2017-05-09,152.20996100000002,94.739998,952.820007,73.440903,107.93,120.0,9.47,7060.0,182.979996,88.949997,3.22,3.95,87.129997,18.83,150.479996,36.099998,2.5604400000000003,932.169983,12.13,183.58999599999999,46.799999,38.529999,23.58,5.89,9.93,68.620003,0.6,11.23,157.46000700000002,18.549999,31.654837,13.91,102.669922,9.79,2.71,3.97,61.700001,49.220001,,88.58000200000001,37.739452,66.769997,19.799999,27.860001,13.98,32.314514,35.29269,,321.26001,41.560001,18.370001000000002,7.77,31.640081,63.3442,10.51
2017-05-10,151.488388,95.870003,948.9500119999999,73.016655,108.959999,119.980003,9.52,6810.0,183.570007,90.449997,3.19,4.05,87.309998,19.139999,150.28999299999998,34.150002,2.417583,928.7800289999999,12.44,182.110001,44.099998,39.32,22.889999,5.94,9.97,68.989998,0.62,12.42,160.279999,19.030001000000002,32.333012,14.22,120.971764,9.6,2.72,3.97,61.950001,49.790001000000004,,89.139999,38.158446999999995,67.599998,19.950001,29.15,13.87,32.334469,35.402073,,325.22000099999997,41.59,18.540001,7.88,31.969998999999998,63.27565799999999,11.31
2017-05-11,152.798523,95.410004,947.6199949999999,72.276123,108.790001,120.160004,9.38,6850.0,186.600006,87.150002,3.13,4.15,87.709999,18.51,150.03999299999998,32.950001,2.351648,930.599976,12.55,181.740005,44.919998,39.759997999999996,22.59,5.91,9.86,70.339996,0.6,14.15,158.53999299999998,18.83,32.303093,13.96,126.168098,9.77,2.71,3.97,62.150002,49.700001,,88.550003,38.936581,67.230003,19.709999,29.66,13.92,32.6637,35.441849,,323.100006,41.889998999999996,18.389999,7.87,32.009997999999996,63.236484999999995,13.04
2017-05-12,154.932449,95.389999,961.349976,72.126419,109.129997,120.339996,9.35,6610.0,186.830002,87.5,3.12,4.25,89.040001,19.290001,150.330002,33.200001,2.065934,932.2199710000001,13.42,182.380005,47.080002,40.560001,24.120001000000002,5.83,9.98,69.25,0.62,13.95,160.809998,18.92,32.293121,14.68,127.55444299999999,9.79,2.82,3.92,63.299999,49.369999,,88.25,38.108565999999996,67.379997,20.08,29.959999,14.56,33.382019,35.03413,,324.809998,41.810001,18.610001,8.09,32.150002,63.30540500000001,12.81
2017-05-15,154.535416,96.629997,957.9699710000001,72.13466600000001,111.959999,121.400002,9.63,6800.0,186.139999,88.550003,3.18,4.25,89.800003,20.01,150.190002,35.549999,2.1978020000000003,937.080017,13.24,180.050003,43.900002,40.23,25.370001000000002,5.84,10.13,69.32,0.61,12.94,160.020004,19.030001000000002,32.721965999999995,15.19,133.957596,9.83,2.79,4.11,64.349998,49.77,,89.660004,37.400269,68.300003,20.25,29.93,15.01,33.641415,35.551239,,315.880005,41.610001000000004,19.23,8.16,32.470001,63.787822999999996,13.16
2017-05-16,154.307144,98.029999,966.070007,72.434258,109.75,124.019997,10.18,6510.0,190.639999,88.599998,3.17,4.2,89.75,18.299999,149.779999,36.0,2.2527470000000003,943.0,12.94,178.240005,44.939999,40.77,26.35,5.85,10.18,70.349998,0.601,13.01,159.41000400000001,18.91,32.941376,14.76,136.45103500000002,9.67,2.93,4.13,63.549999,50.34,,89.639999,37.889091,68.83000200000001,20.34,30.66,16.34,33.511719,35.581070000000004,,317.01001,42.669998,19.49,8.2,32.650002,64.447456,13.99
2017-05-17,149.12618999999998,93.970001,944.76001,70.88673399999999,106.279999,120.720001,10.1,6530.0,186.050003,86.099998,3.07,4.1,87.839996,17.74,144.850006,35.849998,2.324176,919.6199949999999,12.29,175.559998,43.16,40.040001000000004,24.52,5.6,9.83,68.199997,0.55,12.48,153.199997,18.299999,33.350273,13.9,127.38490300000001,9.16,2.8,3.92,62.0,49.049999,,85.599998,37.569859,66.18,19.559998999999998,27.799999,16.09,33.369999,33.671749,,306.109985,40.66,18.280001000000002,7.89,31.969998999999998,63.758281999999994,13.13
2017-05-18,151.399048,95.83000200000001,958.48999,70.82843000000001,130.070007,121.269997,10.11,6510.0,182.429993,88.449997,3.1,4.3,87.75,18.73,147.66000400000001,37.150002,2.362637,930.23999,12.62,175.889999,42.240002000000004,40.16,25.0,5.55,9.85,69.489998,0.59,12.25,155.699997,18.09,33.948665999999996,14.35,132.720871,8.9,2.88,3.97,63.049999,49.110001000000004,,85.519997,37.44017,65.309998,19.68,28.01,15.95,34.07,34.4673,,313.059998,42.0,18.51,8.33,31.74,64.59513100000001,14.15
2017-05-19,151.915176,109.910004,959.840027,71.469139,130.41000400000001,123.220001,10.38,6430.0,188.759995,82.449997,3.0,4.75,87.400002,17.91,148.059998,37.299999,2.406593,934.01001,12.41,177.009995,43.549999,41.060001,23.639999,5.66,9.75,70.68,0.615,12.65,157.020004,17.639999,34.058372,14.29,135.786026,9.01,2.79,3.9,63.75,49.389998999999996,,86.18,37.938972,65.93,19.91,27.98,16.84,34.830002,34.656242,,310.829987,41.990002000000004,18.35,8.23,31.870001000000002,65.63874100000001,13.72
2017-05-22,152.838211,113.360001,970.669983,72.467529,133.720001,124.75,11.32,6800.0,191.690002,78.949997,3.0,5.05,88.940002,17.450001,148.240005,38.099998,2.648352,941.8599849999999,12.7,174.919998,44.759997999999996,41.66,24.07,5.9,9.72,72.760002,0.77,12.95,157.16000400000001,17.719998999999998,34.197994,14.16,138.681473,8.85,2.81,3.83,64.199997,49.77,,87.900002,38.597393,66.489998,20.950001,28.66,16.379998999999998,35.98,34.715908,,310.350006,42.990002000000004,18.43,8.28,32.290001000000004,66.47558599999999,14.17
2017-05-23,152.649643,112.970001,971.5399779999999,71.885147,132.059998,122.93,11.3,6650.0,191.800003,80.349998,2.25,5.3,88.489998,17.299999,148.070007,38.5,3.230769,948.820007,12.53,174.720001,45.139998999999996,40.720001,24.799999,5.89,9.81,71.870003,0.73,12.72,157.949997,17.719998999999998,34.696655,14.25,136.81440700000002,8.64,2.83,3.83,63.5,50.130001,,87.629997,38.24823,66.43,21.639999,28.24,16.690001000000002,35.580002,34.715908,,303.859985,42.529999,18.15,8.25,32.09,62.980503000000006,14.07
2017-05-24,152.193069,112.480003,980.349976,71.976624,135.740005,122.809998,11.09,6800.0,190.630005,79.75,2.26,5.35,89.599998,17.219998999999998,150.03999299999998,38.5,4.56044,954.9600220000001,13.84,174.479996,46.549999,40.439999,25.33,5.85,9.89,73.160004,0.7,12.84,157.75,17.860001,35.454613,14.43,138.352005,8.43,2.85,3.81,63.849998,51.049999,,87.989998,38.018784000000004,66.16999799999999,21.92,28.049999,17.17,35.060001,34.954575,,310.22000099999997,43.139998999999996,17.98,8.05,32.169998,63.443233,13.96
2017-05-25,152.719101,113.889999,993.3800050000001,72.076454,133.33999599999999,123.629997,11.22,6660.0,191.949997,79.800003,2.02,5.1,91.269997,16.309998999999998,151.96000700000002,39.450001,5.241758,969.5399779999999,13.45,173.759995,46.349998,41.02,25.52,5.72,9.57,72.160004,1.04,13.18,163.050003,18.209999,35.853542,13.6,138.04248,8.42,2.85,3.75,64.0,50.93,,88.769997,39.704735,67.089996,22.33,28.35,15.34,35.700001,35.143516999999996,,316.829987,43.389998999999996,17.950001,7.98,32.049999,64.417923,13.74
2017-05-26,152.46106,113.029999,995.7800289999999,72.800301,134.08999599999999,123.989998,11.11,6510.0,190.389999,78.699997,2.35,5.05,90.83000200000001,15.62,152.130005,38.099998,4.45055,971.4699710000001,13.69,175.91000400000001,46.380001,40.990002000000004,23.299999,5.59,9.38,72.699997,0.91,13.0,162.429993,18.4,37.449245,13.27,141.616837,8.6,2.94,3.66,64.0,51.189999,,88.58000200000001,40.123734000000006,62.41,22.33,28.139999,14.93,35.57,35.392128,,325.140015,43.57,18.23,8.11,31.889999,64.831429,13.82
2017-05-30,152.520599,113.160004,996.7000119999999,72.051521,135.419998,123.910004,10.61,6330.0,189.880005,78.050003,2.29,5.0,90.860001,13.75,152.380005,37.25,4.692307,975.8800050000001,12.89,173.580002,44.98,40.790001000000004,23.110001,5.48,9.08,71.089996,0.8477,12.88,163.220001,18.139999,38.077557,11.38,144.64205900000002,8.56,2.98,3.46,63.849998,51.060001,,89.41999799999999,40.492847,61.599998,22.74,27.07,15.72,35.369999,35.551552,,335.100006,42.470001,18.43,7.89,31.709999,64.703438,13.36
2017-05-31,151.617416,111.769997,994.6199949999999,73.191376,133.979996,122.459999,10.57,6300.0,186.100006,75.349998,2.29,4.8,89.639999,13.66,151.46000700000002,38.0,5.319230999999999,964.8599849999999,12.36,177.360001,45.790001000000004,40.029999,23.23,5.5,9.12,71.18,0.87,12.79,163.070007,18.34,37.728497,11.46,144.122894,8.58,2.83,3.3,64.0,52.209998999999996,,89.57,40.472893,61.240002000000004,22.99,26.9,16.0,34.450001,35.422016,,341.01001,42.75,18.32,8.14,31.42,65.678123,13.16
2017-06-01,152.034271,113.029999,995.9500119999999,74.198029,139.059998,123.970001,11.39,6300.0,187.259995,79.199997,2.36,4.75,90.050003,13.95,151.529999,38.75,5.623626,966.9500119999999,12.9,180.649994,48.23,40.290001000000004,24.5,5.7,9.42,73.190002,0.91,13.94,162.990005,17.1,36.970535,12.2,144.132874,8.96,2.94,3.5,65.300003,53.16,,90.720001,40.542725,61.599998,23.23,27.83,17.440001000000002,35.0,35.282524,,340.369995,43.939999,18.530001000000002,8.34,31.58,65.619049,13.27
2017-06-02,154.28729199999998,112.910004,1006.7299800000001,74.081604,138.21000700000002,124.129997,11.29,6400.0,187.600006,84.150002,2.41,4.65,90.860001,14.21,153.610001,40.950001,5.494505,975.599976,12.92,183.78999299999998,49.360001000000004,40.23,26.209999,5.6,9.52,73.900002,0.885,13.98,165.179993,17.33,37.738468,12.4,143.414001,9.28,2.97,3.55,67.900002,53.52,,91.540001,40.851986,62.509997999999996,23.200001,27.77,16.51,34.91,35.143028,,339.850006,45.0,18.309998999999998,8.26,32.09,65.84549,13.17
2017-06-05,152.778656,110.879997,1011.340027,73.324486,138.550003,125.370003,11.15,6610.0,187.309998,91.300003,2.33,4.35,91.379997,13.69,153.630005,40.599998,5.67033,983.679993,12.95,181.509995,48.529999,40.32,23.395,5.71,9.72,73.269997,0.83,13.79,165.059998,16.959999,38.985115,12.35,147.77711499999998,8.88,2.96,3.48,67.0,53.799999,,91.75,41.290932,62.560001,23.389999,27.6,15.56,34.950001,35.02346,,347.320007,44.82,18.23,8.03,31.889999,66.11131999999999,13.28
2017-06-06,153.29478500000002,111.449997,1003.0,73.923462,137.809998,124.620003,11.15,6730.0,185.75,98.199997,2.35,4.15,91.099998,14.19,152.809998,40.599998,6.004944999999999,976.570007,12.25,179.449997,48.310001,40.18,24.200001,5.66,9.79,78.110001,0.885,13.93,165.169998,16.879998999999998,40.102108,11.98,147.10818500000002,8.98,2.87,3.43,65.25,53.400002,,91.660004,40.682388,62.869999,24.209999,27.65,14.83,35.200001,34.764396999999995,,352.850006,44.68,17.57,7.99,31.52,66.564194,13.5
2017-06-07,154.207901,111.16999799999999,1010.070007,73.382698,139.080002,125.639999,11.04,7050.0,187.529999,109.150002,2.62,4.0,91.389999,15.64,153.119995,40.549999,5.802198000000001,980.9400019999999,12.26,179.149994,48.360001000000004,41.18,23.73,5.69,9.67,77.900002,1.13,13.79,165.610001,16.799999,38.805599,11.94,148.885376,8.89,2.83,3.37,65.650002,53.849998,,91.93,40.822055999999996,61.529999,24.290001,27.65,15.12,35.009997999999996,35.182888,,359.649994,43.959998999999996,17.440001000000002,7.94,31.280001000000002,66.820175,13.63
2017-06-08,153.830734,111.120003,1010.2700199999999,71.577309,141.020004,142.33999599999999,11.17,6900.0,185.75,111.0,2.61,4.15,91.25,16.209999,154.71000700000002,42.549999,5.32967,983.409973,12.7,177.690002,49.98,41.919998,22.360001,5.77,9.72,78.860001,1.039,13.93,165.880005,16.76,38.995087,12.59,159.68837,9.08,2.72,3.43,67.349998,54.389998999999996,,91.949997,42.378322999999995,61.419998,24.780001000000002,28.35,14.62,35.619999,35.651188,,370.0,44.860001000000004,17.59,7.92,31.059998999999998,67.01708199999999,13.9
2017-06-09,147.865692,105.949997,978.3099980000001,71.294395,138.889999,139.440002,11.03,6990.0,181.070007,111.900002,2.49,4.1,87.269997,15.72,149.600006,42.0,5.0,949.830017,11.96,174.080002,49.880001,39.0,21.68,5.78,9.92,75.370003,1.03,12.96,158.029999,15.8,38.326885,12.6,149.36463899999998,9.21,2.69,3.35,66.550003,53.400002,,88.849998,42.278564,58.27,23.030001000000002,26.51,14.7,34.900002,33.917458,,357.320007,44.200001,16.9,7.78,30.91,64.388382,13.14
2017-06-12,144.33230600000002,107.440002,964.909973,70.853462,139.940002,139.080002,10.6,6990.0,180.059998,109.800003,2.37,3.8,86.18,16.07,148.440002,39.5,4.250659,942.900024,12.08,171.46000700000002,49.860001000000004,39.220001,22.299999,5.62,10.49,74.709999,1.05,12.43,151.440002,15.0,38.526352,12.73,149.734039,9.18,2.69,3.26,64.599998,52.16,,88.720001,41.779758,57.810001,23.6,26.26,16.15,34.529999,33.269798,,359.01001,42.34,17.040001,7.97,31.35,63.236484999999995,13.25
2017-06-13,145.493561,107.550003,980.7899779999999,72.068108,141.350006,136.600006,10.84,7300.0,179.190002,112.599998,2.39,3.85,87.269997,16.040001,150.679993,40.849998,4.376374,953.400024,13.38,173.46000700000002,50.540001000000004,39.27,22.59,5.8,10.35,72.980003,0.98,12.28,152.720001,15.23,39.144688,12.79,151.161789,9.31,2.67,3.45,65.099998,52.060001,,89.279999,41.061481,58.09,23.48,26.67,15.85,34.869999,33.170155,,375.950012,43.32,16.969998999999998,7.99,31.48,63.777977,13.42
2017-06-14,144.074265,106.199997,976.4699710000001,71.494064,142.759995,136.669998,10.57,7570.0,178.199997,112.050003,2.34,3.75,87.16999799999999,16.0,150.25,40.150002,3.8461540000000003,950.76001,12.87,172.58999599999999,50.799999,38.400002,23.129998999999998,5.7,10.22,73.93,0.98,11.6,152.199997,15.63,39.523666,12.64,151.481308,9.46,2.65,3.34,65.0,51.900002,,88.91999799999999,40.851986,57.599998,23.469998999999998,26.200001,16.950001,35.459998999999996,32.472679,,380.660004,44.709998999999996,16.76,7.89,31.09,63.876431000000004,13.09
2017-06-15,143.210754,105.58000200000001,964.169983,71.477379,141.619995,135.080002,10.54,7550.0,176.330002,110.400002,2.27,3.7,86.269997,15.63,149.800003,39.200001,4.203297,942.3099980000001,12.67,172.03999299999998,50.25,38.119999,22.52,5.65,10.0,74.860001,0.96,12.28,151.759995,15.3,40.441196000000005,12.32,152.13026399999998,9.49,2.63,3.3,65.800003,52.290001000000004,,87.91999799999999,40.103778999999996,57.740002000000004,23.99,26.41,16.610001,34.810001,31.854908000000002,,375.339996,44.799999,16.83,7.89,30.51,63.856735,13.03
2017-06-16,141.20588700000002,104.879997,987.7100220000001,70.7286,145.360001,134.869995,10.53,7600.0,173.880005,108.75,2.23,3.7,86.0,16.280001000000002,150.639999,37.799999,4.395605000000001,939.7800289999999,13.16,171.860001,49.68,38.169998,23.290001,5.61,10.49,75.809998,0.97,12.01,152.380005,15.08,40.381359,12.31,151.381439,9.35,2.61,3.38,65.050003,51.84,,87.849998,40.99165,57.5,23.559998999999998,26.32,17.58,34.98,32.422855,,371.399994,44.470001,16.67,7.67,30.25,63.73859399999999,12.69
2017-06-19,145.24543799999998,106.160004,995.169983,71.968277,145.860001,139.470001,10.74,7290.0,176.929993,112.650002,2.37,3.8,87.540001,16.82,152.869995,40.0,4.659341,957.3699949999999,13.29,176.600006,52.130001,39.740002000000004,24.200001,5.78,10.84,78.41999799999999,0.97,12.49,153.399994,15.36,41.418568,14.07,157.072495,9.48,2.66,3.23,65.699997,52.93,,90.349998,41.829639,57.779999,24.200001,27.58,18.57,36.049999,32.632099,,369.799988,45.209998999999996,17.059998999999998,7.86,30.200001,64.88065300000001,13.4
2017-06-20,143.925369,104.93,992.590027,70.154549,144.580002,138.380005,10.73,7340.0,177.850006,113.0,2.42,3.6,86.91999799999999,16.6,152.25,40.049999,5.054835,950.6300050000001,13.17,175.300003,52.150002,38.900002,24.66,5.65,11.21,75.760002,0.97,12.11,152.050003,15.78,41.568165,13.65,156.84285,9.43,2.66,3.31,64.75,52.52,,89.959999,41.809684999999995,56.919998,23.85,27.030001000000002,17.450001,35.900002,32.293324,,372.23999,45.299999,16.91,7.85,30.25,64.250557,12.95
2017-06-21,144.778946,105.690002,1002.2299800000001,71.394234,146.229996,143.28999299999998,10.65,7650.0,180.169998,120.300003,2.36,3.65,87.559998,16.91,153.91000400000001,41.349998,4.78022,959.4500119999999,13.52,177.380005,54.200001,41.09,26.43,5.53,11.67,76.0,0.975,12.01,155.029999,16.0,41.498356,14.94,159.219101,9.59,2.67,3.45,65.0,53.540001000000004,,98.58000200000001,41.530357,57.130001,24.16,27.25,17.18,35.950001,32.392963,,376.399994,46.349998,17.780001000000002,7.79,30.280001000000002,65.097252,12.98
2017-06-22,144.54075600000002,106.779999,1001.2999880000001,71.344269,148.509995,142.270004,11.06,8110.0,179.330002,118.5,2.56,4.0,88.470001,17.540001,153.399994,42.099998,4.660824,957.090027,13.51,182.990005,54.720001,41.330002,26.98,5.7,11.56,80.25,1.01,12.59,154.889999,16.15,41.937172,15.3,158.120834,9.59,2.71,3.47,65.849998,53.869999,,98.879997,41.600189,58.830002,24.280001000000002,27.709999,16.860001,36.330002,31.864872,,382.609985,47.209998999999996,18.15,7.88,30.879998999999998,65.550133,13.09
